Section,Brand,Gender,UK Size,EU Size,US Size,Label/Type,Bust (cm),Bust (in),Waist (cm),Waist (in),Hips (cm),Hips (in),Inside Leg (cm),Inside Leg (in),Notes,Source URL,Authenticity,Source Note
WOMEN,Levi’s UK – Women,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Levi’s+UK+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Levi’s UK – Women,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Levi’s+UK+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Levi’s UK – Women,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Levi’s+UK+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Levi’s UK – Women,Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Levi’s+UK+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Long Tall Sally,Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,86 / 91 / 97,34 / 36 / 38,Standard UK body chart + inseam options,https://www.longtallsally.com/pages/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Long Tall Sally,Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,86 / 91 / 97,34 / 36 / 38,Standard UK body chart + inseam options,https://www.longtallsally.com/pages/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Long Tall Sally,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,86 / 91 / 97,34 / 36 / 38,Standard UK body chart + inseam options,https://www.longtallsally.com/pages/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Long Tall Sally,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,86 / 91 / 97,34 / 36 / 38,Standard UK body chart + inseam options,https://www.longtallsally.com/pages/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Long Tall Sally,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,86 / 91 / 97,34 / 36 / 38,Standard UK body chart + inseam options,https://www.longtallsally.com/pages/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Long Tall Sally,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,86 / 91 / 97,34 / 36 / 38,Standard UK body chart + inseam options,https://www.longtallsally.com/pages/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Long Tall Sally,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,86 / 91 / 97,34 / 36 / 38,Standard UK body chart + inseam options,https://www.longtallsally.com/pages/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Long Tall Sally,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,86 / 91 / 97,34 / 36 / 38,Standard UK body chart + inseam options,https://www.longtallsally.com/pages/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Long Tall Sally,Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,86 / 91 / 97,34 / 36 / 38,Standard UK body chart + inseam options,https://www.longtallsally.com/pages/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Long Tall Sally (LTS),Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Long+Tall+Sally+(LTS)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Long Tall Sally (LTS),Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Long+Tall+Sally+(LTS)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Long Tall Sally (LTS),Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Long+Tall+Sally+(LTS)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Long Tall Sally (LTS),Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Long+Tall+Sally+(LTS)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Long Tall Sally (LTS),Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Long+Tall+Sally+(LTS)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Long Tall Sally (LTS),Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Long+Tall+Sally+(LTS)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Long Tall Sally (LTS),Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Long+Tall+Sally+(LTS)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Long Tall Sally (LTS),Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Long+Tall+Sally+(LTS)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Long Tall Sally (LTS),Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Long+Tall+Sally+(LTS)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Mango,Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://shop.mango.com/gb/women/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Mango,Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://shop.mango.com/gb/women/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Mango,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://shop.mango.com/gb/women/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Mango,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://shop.mango.com/gb/women/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Mango,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://shop.mango.com/gb/women/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Mango,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://shop.mango.com/gb/women/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Mango,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://shop.mango.com/gb/women/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Mango,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://shop.mango.com/gb/women/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Mango,Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://shop.mango.com/gb/women/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Mango – Women (Long),Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Mango+–+Women+(Long)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Mango – Women (Long),Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Mango+–+Women+(Long)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Mango – Women (Long),Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Mango+–+Women+(Long)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Mango – Women (Long),Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Mango+–+Women+(Long)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Mango – Women (Long),Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Mango+–+Women+(Long)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Mango – Women (Long),Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Mango+–+Women+(Long)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Mango – Women (Long),Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Mango+–+Women+(Long)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Mango – Women (Long),Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Mango+–+Women+(Long)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Mango – Women (Long),Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Mango+–+Women+(Long)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Marks & Spencer – Men,Men,W28,71 cm,W28,Jeans/Trousers,,,71.1,28.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Marks+&+Spencer+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Marks & Spencer – Men,Men,W30,76 cm,W30,Jeans/Trousers,,,76.2,30.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Marks+&+Spencer+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Marks & Spencer – Men,Men,W32,81 cm,W32,Jeans/Trousers,,,81.3,32.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Marks+&+Spencer+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Marks & Spencer – Men,Men,W34,86 cm,W34,Jeans/Trousers,,,86.4,34.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Marks+&+Spencer+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Marks & Spencer – Men,Men,W36,91 cm,W36,Jeans/Trousers,,,91.4,36.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Marks+&+Spencer+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Marks & Spencer – Men,Men,W38,97 cm,W38,Jeans/Trousers,,,96.5,38.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Marks+&+Spencer+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Marks & Spencer – Men,Men,W40,102 cm,W40,Jeans/Trousers,,,101.6,40.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Marks+&+Spencer+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Marks & Spencer – Women,Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Marks+&+Spencer+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Marks & Spencer – Women,Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Marks+&+Spencer+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Marks & Spencer – Women,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Marks+&+Spencer+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Marks & Spencer – Women,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Marks+&+Spencer+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Marks & Spencer – Women,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Marks+&+Spencer+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Marks & Spencer – Women,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Marks+&+Spencer+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Marks & Spencer – Women,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Marks+&+Spencer+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Marks & Spencer – Women,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Marks+&+Spencer+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Marks & Spencer – Women,Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Marks+&+Spencer+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Matalan – Women Tall,Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Matalan+–+Women+Tall+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Matalan – Women Tall,Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Matalan+–+Women+Tall+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Matalan – Women Tall,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Matalan+–+Women+Tall+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Matalan – Women Tall,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Matalan+–+Women+Tall+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Matalan – Women Tall,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Matalan+–+Women+Tall+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Matalan – Women Tall,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Matalan+–+Women+Tall+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Matalan – Women Tall,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Matalan+–+Women+Tall+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Matalan – Women Tall,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Matalan+–+Women+Tall+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Matalan – Women Tall,Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Matalan+–+Women+Tall+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Miss Selfridge,Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.missselfridge.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Miss Selfridge,Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.missselfridge.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Miss Selfridge,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.missselfridge.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Miss Selfridge,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.missselfridge.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Miss Selfridge,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.missselfridge.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Miss Selfridge,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.missselfridge.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Miss Selfridge,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.missselfridge.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
